time,wx,wy,wz
14.615700960159302,-0.04,0.06,0.04
14.640712976455688,0.0,-0.02,0.04
14.642740964889526,0.0,-0.02,0.04
14.646964073181152,0.02,-0.05,0.02
14.654869079589844,0.03,-0.05,-0.01
14.66582202911377,0.02,-0.03,-0.05
14.675067901611328,0.0,-0.01,-0.08
14.684988021850586,-0.03,0.01,-0.1
14.694594860076904,-0.07,0.03,-0.1
14.705172061920166,-0.1,0.04,-0.08
14.714770793914795,-0.12,0.03,-0.03
14.741032123565674,-0.11,-0.06,0.07
14.742817878723145,-0.11,-0.06,0.07
14.746135950088501,-0.07,-0.08,0.09
14.754239082336426,-0.03,-0.06,0.09
14.765437126159668,0.02,-0.01,0.06
14.774188041687012,0.04,0.05,0.01
14.78478479385376,0.05,0.09,-0.04
14.794219017028809,0.03,0.09,-0.08
14.80433702468872,0.02,0.05,-0.09
14.814488887786865,0.01,-0.04,-0.08
14.824130058288574,0.02,-0.12,-0.03
14.84115982055664,0.03,-0.17,0.03
14.844924926757812,0.06,-0.14,0.07
14.853977918624878,0.09,-0.06,0.1
14.864595890045166,0.1,0.02,0.11
14.87342095375061,0.1,0.07,0.09
14.883765935897827,0.07,0.08,0.06
14.893643856048584,0.02,0.06,0.01
14.903609991073608,-0.05,0.02,-0.03
14.913784980773926,-0.13,0.0,-0.08
14.941365957260132,-0.24,0.02,-0.13
14.944159030914307,-0.28,0.03,-0.12
14.945935010910034,-0.28,0.03,-0.12
14.95300006866455,-0.3,0.03,-0.1
14.964058876037598,-0.29,0.01,-0.05
14.973274946212769,-0.25,-0.01,-0.01
14.983052968978882,-0.2,-0.04,0.03
14.993736982345581,-0.11,-0.05,0.05
15.002947807312012,-0.01,-0.02,0.07
15.013215065002441,0.11,0.03,0.08
15.038664817810059,0.28,0.08,0.05
15.040646076202393,0.28,0.08,0.05
15.044039964675903,0.32,0.04,0.02
15.052597045898438,0.33,-0.03,-0.01
15.064252853393555,0.3,-0.11,-0.04
15.072292804718018,0.24,-0.16,-0.06
15.082548141479492,0.18,-0.14,-0.07
15.092723846435547,0.1,-0.07,-0.07
15.102346897125244,0.03,0.04,-0.06
15.11298394203186,-0.03,0.13,-0.03
15.139222145080566,-0.11,0.14,0.0
15.141243934631348,-0.11,0.14,0.0
15.14491891860962,-0.13,0.06,0.01
15.151811122894287,-0.15,-0.03,0.01
15.161590099334717,-0.15,-0.09,0.01
15.172034978866577,-0.13,-0.06,-0.01
15.181873798370361,-0.11,0.04,-0.01
15.191812992095947,-0.08,0.15,-0.02
15.20201301574707,-0.05,0.2,-0.02
15.212090969085693,-0.03,0.16,-0.02
15.23890995979309,-0.0,-0.08,-0.03
15.240767002105713,-0.0,-0.08,-0.03
15.244755983352661,0.01,-0.16,-0.04
15.251253128051758,0.03,-0.18,-0.05
15.262233972549438,0.03,-0.14,-0.04
15.27116584777832,0.05,-0.06,-0.03
15.280893802642822,0.07,0.04,-0.02
15.2914400100708,0.1,0.1,-0.01
15.30125379562378,0.14,0.1,0.01
15.311048984527588,0.16,0.05,0.02
15.337048053741455,0.17,-0.05,0.01
15.338948011398315,0.17,-0.05,0.01
15.342112064361572,0.16,-0.1,-0.0
15.350615978240967,0.15,-0.12,-0.0
15.361799001693726,0.14,-0.11,0.0
15.37032699584961,0.14,-0.04,-0.0
15.380448818206787,0.13,0.04,-0.01
15.390761852264404,0.1,0.09,-0.02
15.400546073913574,0.06,0.07,-0.03
15.410666942596436,0.01,0.02,-0.03
15.42080307006836,-0.03,-0.01,-0.03
15.440974950790405,-0.09,-0.01,-0.01
15.442895889282227,-0.09,-0.01,-0.01
15.450047016143799,-0.11,0.01,0.01
15.461329936981201,-0.1,0.05,0.02
15.469833850860596,-0.08,0.07,0.04
15.479950904846191,-0.06,0.07,0.04
15.490161895751953,-0.04,0.05,0.04
15.500242948532104,-0.03,0.02,0.03
15.510349988937378,-0.05,0.02,0.01
15.53841781616211,-0.09,0.09,-0.05
15.54051399230957,-0.1,0.08,-0.07
15.542739868164062,-0.1,0.08,-0.07
15.549777030944824,-0.09,0.03,-0.08
